
11/11/2019 17:11:19:118,120,57,30,off,41.399648,2.12326,7,4
11/11/2019 17:16:21:162,120,58,20,off,41.318571,2.055997,17,4
11/11/2019 17:21:44:094,120,57,21,off,41.373203,2.078376,11,4
11/11/2019 17:26:09:931,120,56,85,off,41.367582,2.164128,7,4
11/11/2019 17:31:30:016,120,68.4,209,on,41.306637,2.130923,12,5
11/11/2019 17:36:14:691,120,84,29,on,41.330792,2.165151,16,5
11/11/2019 17:41:18:129,120,72,80,on,41.366796,2.093417,11,5
11/11/2019 17:46:58:351,120,57,24,off,41.321595,2.072326,12,3
11/11/2019 17:51:45:305,120,56,135,off,41.333694,2.192086,11,3
11/11/2019 17:56:12:999,120,60,97,off,41.367582,2.050952,12,3
11/11/2019 18:01:56:333,120,57,79,off,41.318398,2.151785,19,3
11/11/2019 18:06:53:459,120,85.5,74,on,41.331494,2.096729,9,5
11/11/2019 18:11:21:150,120,118,559,on,41.360811,2.043038,16,5
11/11/2019 18:16:43:758,120,132,530,on,41.335117,2.176589,2,5
11/11/2019 18:21:24:704,120,135.7,424,on,41.375071,2.109671,7,5
11/11/2019 18:26:28:826,120,144,470,on,41.340919,2.177435,16,5
11/11/2019 18:31:58:224,120,138,593,on,41.344665,2.03363,19,5
11/11/2019 18:36:58:686,120,135.7,447,on,41.354325,2.025495,9,5
11/11/2019 18:41:12:070,120,168,253,on,41.333496,2.133405,17,6
11/11/2019 18:46:52:276,120,168,587,on,41.308299,2.179437,19,6
11/11/2019 18:51:15:247,120,116,689,on,41.364324,2.080419,20,5
11/11/2019 18:56:55:858,120,81.2,63,on,41.328531,2.018422,6,5
11/11/2019 19:01:45:219,120,72,77,on,41.36253,2.191348,8,5
11/11/2019 19:06:29:153,120,57,120,off,41.314494,2.056577,2,4
11/11/2019 19:11:08:700,120,60,106,off,41.331551,2.178032,7,4
11/11/2019 19:16:37:624,120,56,131,off,41.327848,2.118196,19,4
11/11/2019 19:21:40:925,120,60,125,off,41.342762,2.072081,17,4
11/11/2019 19:26:10:389,120,58,77,off,41.321677,2.042748,7,4
11/11/2019 19:31:02:393,120,56,66,off,41.357511,2.196569,8,4
11/11/2019 19:36:48:116,120,58,38,off,41.381489,2.080141,17,4
11/11/2019 19:41:26:495,120,58,41,off,41.362143,2.195908,5,4
11/11/2019 19:46:45:767,120,60,43,off,41.304615,2.089811,12,4
11/11/2019 19:51:43:768,120,57,135,off,41.344928,2.042584,9,4
11/11/2019 19:56:04:669,120,58,130,off,41.312294,2.114371,4,4
11/11/2019 20:01:49:449,120,58,120,off,41.335718,2.034264,8,4
11/11/2019 20:06:35:526,120,58,136,off,41.373773,2.006516,11,4
11/11/2019 20:11:32:006,120,59,53,off,41.322153,2.006928,1,4
11/11/2019 20:16:33:122,120,60,137,off,41.306309,2.118625,19,4
11/11/2019 20:21:49:563,120,57,53,off,41.323182,2.073808,12,4
11/11/2019 20:26:22:109,120,58,33,off,41.330369,2.042487,1,4
11/11/2019 20:31:07:275,120,60,61,off,41.365877,2.0383,11,4
11/11/2019 20:36:17:847,120,58,46,off,41.395475,2.159816,6,4
11/11/2019 20:41:07:628,120,59,87,off,41.324943,2.003734,19,4
11/11/2019 20:46:14:596,120,56,80,off,41.350865,2.067593,19,4
11/11/2019 20:51:03:142,120,58,25,off,41.303771,2.147812,4,4
11/11/2019 20:56:01:906,120,59,28,off,41.302074,2.17266,9,4
11/11/2019 21:01:52:533,120,58,79,off,41.364853,2.176313,12,4
11/11/2019 21:06:25:440,120,56,49,off,41.331465,2.031543,1,4
11/11/2019 21:11:41:437,120,58,34,off,41.388814,2.00127,13,4
11/11/2019 21:16:30:760,120,60,148,off,41.31114,2.184876,6,4
11/11/2019 21:21:49:677,120,56,53,off,41.388693,2.144111,4,4
11/11/2019 21:26:31:956,120,57,28,off,41.301938,2.179456,14,4
11/11/2019 21:31:21:642,120,56,147,off,41.343015,2.055395,8,4
11/11/2019 21:36:21:749,120,58,118,off,41.39027,2.031611,2,4
11/11/2019 21:41:11:335,120,59,89,off,41.397068,2.088998,12,4
11/11/2019 21:46:29:730,120,59,72,off,41.311436,2.173839,1,4
11/11/2019 21:51:19:279,120,59,113,off,41.371824,2.169524,7,4
11/11/2019 21:56:46:386,120,57,96,off,41.383517,2.028967,17,4
11/11/2019 22:01:34:940,120,57,88,off,41.324572,2.006141,19,4
11/11/2019 22:06:42:829,120,56,31,off,41.393595,2.033227,15,4
11/11/2019 22:11:15:532,120,57,35,off,41.318749,2.143908,11,4
11/11/2019 22:16:07:043,120,56,63,off,41.358238,2.019346,14,4
11/11/2019 22:21:55:916,120,57,0,off,41.308791,2.12943,20,3
11/11/2019 22:26:43:062,120,56,0,off,41.304481,2.050085,11,3
11/11/2019 22:31:43:977,120,59,0,off,41.321804,2.023217,4,3
11/11/2019 22:36:08:572,120,59,0,off,41.349609,2.035359,17,3
11/11/2019 22:41:30:088,120,57,0,off,41.316137,2.143812,18,3
11/11/2019 22:46:13:810,120,56,0,off,41.341516,2.168708,16,3
11/11/2019 22:51:21:063,120,60,0,off,41.36364,2.138902,18,3
11/11/2019 22:56:10:455,120,58,0,off,41.313686,2.136474,10,3
11/11/2019 23:01:51:991,120,100.3,139,off,41.317228,2.010963,6,4
11/11/2019 23:06:29:347,120,144,80,on,41.388649,2.013457,6,5
11/11/2019 23:11:53:792,120,129.8,128,on,41.310467,2.092962,1,5
11/11/2019 23:16:47:316,120,151.2,44,on,41.303913,2.125613,19,5
11/11/2019 23:21:12:350,120,57,0,off,41.357647,2.183096,11,3
11/11/2019 23:26:42:156,120,57,0,off,41.372815,2.154552,2,3
11/11/2019 23:31:40:833,120,53.2,0,off,41.365968,2.162575,3,1
11/11/2019 23:36:10:036,120,51.04,0,off,41.33855,2.131053,15,1
11/11/2019 23:41:56:679,120,51.04,0,off,41.337265,2.147338,9,1
11/11/2019 23:46:21:429,120,50.46,0,off,41.352453,2.037191,16,1
11/11/2019 23:51:39:349,120,50.74,0,off,41.386755,2.030932,19,1
11/11/2019 23:56:21:572,120,52.8,0,off,41.343908,2.086618,10,1
12/11/2019 00:01:50:328,120,52.8,0,off,41.352046,2.191653,2,1
12/11/2019 00:06:18:008,120,50.74,0,off,41.397812,2.117894,15,1
12/11/2019 00:11:46:914,120,52.2,0,off,41.389107,2.016617,20,1
12/11/2019 00:16:49:388,120,51.33,0,off,41.351682,2.189128,4,1
12/11/2019 00:21:15:891,120,49.88,0,off,41.356244,2.145507,9,1
12/11/2019 00:26:46:103,120,50.15,0,off,41.342275,2.049585,17,1
12/11/2019 00:31:32:421,120,49.02,0,off,41.365512,2.086424,8,1
12/11/2019 00:36:08:062,120,49.3,0,off,41.313223,2.154677,20,1
12/11/2019 00:41:46:612,120,48.45,0,off,41.351085,2.161386,12,1
12/11/2019 00:46:20:322,120,50.74,0,off,41.382957,2.142013,6,1
12/11/2019 00:51:07:574,120,50.16,0,off,41.341362,2.134353,11,1
12/11/2019 00:56:24:481,120,50.46,0,off,41.374622,2.063628,5,1
12/11/2019 01:01:11:145,120,49.3,0,off,41.391915,2.084522,19,1
12/11/2019 01:06:45:863,120,48.45,0,off,41.353026,2.138286,18,1
12/11/2019 01:11:08:733,120,52.2,0,off,41.363783,2.154244,13,1
12/11/2019 01:16:55:061,120,51.33,0,off,41.373846,2.169511,10,1
12/11/2019 01:21:13:941,120,48.45,0,off,41.309739,2.191925,5,1
12/11/2019 01:26:11:520,120,49.02,0,off,41.348041,2.177669,2,1
12/11/2019 01:31:01:056,120,49.28,0,off,41.391392,2.105013,17,1
12/11/2019 01:36:34:076,120,51.6,0,off,41.305555,2.050988,16,1
12/11/2019 01:41:46:677,120,51,0,off,41.3901,2.128537,4,1
12/11/2019 01:46:11:753,120,49.88,0,off,41.372287,2.105676,14,1
12/11/2019 01:51:57:325,120,52.2,0,off,41.39109,2.195703,11,1
12/11/2019 01:56:43:388,120,50.15,0,off,41.305711,2.19467,15,1
12/11/2019 02:01:17:138,120,48.72,0,off,41.339196,2.119435,8,1
12/11/2019 02:06:16:790,120,50.15,0,off,41.318987,2.006232,4,1
12/11/2019 02:11:59:815,120,48.45,0,off,41.307061,2.000247,7,1
12/11/2019 02:16:34:478,120,51.6,0,off,41.383753,2.043886,2,1
12/11/2019 02:21:54:436,120,48.16,0,off,41.390124,2.131416,20,1
12/11/2019 02:26:07:178,120,48.16,0,off,41.331143,2.162543,10,1
12/11/2019 02:31:08:085,120,47.6,0,off,41.34731,2.073584,18,1
12/11/2019 02:36:12:431,120,49.3,0,off,41.375771,2.050924,18,1
12/11/2019 02:41:31:870,120,49.3,0,off,41.387399,2.045365,15,1
12/11/2019 02:46:30:303,120,49.3,0,off,41.300895,2.043599,11,1
12/11/2019 02:51:47:037,120,52.8,0,off,41.380684,2.092515,14,1
12/11/2019 02:56:21:524,120,48.72,0,off,41.332615,2.195619,4,1
12/11/2019 03:01:54:684,120,48.72,0,off,41.374168,2.134934,18,1
12/11/2019 03:06:22:944,120,48.72,0,off,41.32598,2.141927,2,1
12/11/2019 03:11:17:888,120,49.88,0,off,41.356749,2.060962,17,1
12/11/2019 03:16:49:066,120,50.74,0,off,41.356702,2.053055,3,1
12/11/2019 03:21:07:955,120,48.72,0,off,41.312665,2.004834,15,1
12/11/2019 03:26:40:855,120,49.59,0,off,41.347883,2.196414,15,1
12/11/2019 03:31:45:286,120,49.59,0,off,41.30445,2.110473,7,1
12/11/2019 03:36:29:180,120,51.33,0,off,41.319999,2.164373,10,1
12/11/2019 03:41:01:370,120,50.16,0,off,41.344982,2.059771,14,1
12/11/2019 03:46:08:365,120,51.92,0,off,41.384898,2.157644,3,1
12/11/2019 03:51:36:610,120,51,0,off,41.373184,2.199312,17,1
12/11/2019 03:56:11:472,120,51.6,0,off,41.363008,2.195754,8,1
12/11/2019 04:01:43:453,120,49.28,0,off,41.35578,2.17162,10,1
12/11/2019 04:06:47:680,120,50.16,0,off,41.306058,2.020646,2,1
12/11/2019 04:11:33:711,120,49.88,0,off,41.344151,2.035518,17,1
12/11/2019 04:16:07:801,120,51.6,0,off,41.322364,2.100584,10,1
12/11/2019 04:21:07:207,120,49.88,0,off,41.392848,2.054187,5,1
12/11/2019 04:26:27:672,120,51.6,0,off,41.390632,2.122064,14,1
12/11/2019 04:31:30:366,120,51,0,off,41.303442,2.060582,16,1
12/11/2019 04:36:00:031,120,51.33,0,off,41.348985,2.113364,7,2
12/11/2019 04:41:43:156,120,52.8,0,off,41.310054,2.090079,11,2
12/11/2019 04:46:00:905,120,51.33,0,off,41.378145,2.008913,15,2
12/11/2019 04:51:41:297,120,49.02,0,off,41.383033,2.199959,3,2
12/11/2019 04:56:40:682,120,52.8,0,off,41.305118,2.029239,7,2
12/11/2019 05:01:38:742,120,51.92,0,off,41.327402,2.058484,19,2
12/11/2019 05:06:26:111,120,48.45,0,off,41.379063,2.154805,12,2
12/11/2019 05:11:13:182,120,51.33,0,off,41.355733,2.022586,7,2
12/11/2019 05:16:19:015,120,48.45,0,off,41.308408,2.028687,6,2
12/11/2019 05:21:17:351,120,51.6,0,off,41.300415,2.010563,18,2
12/11/2019 05:26:50:836,120,50.16,0,off,41.38947,2.18879,3,2
12/11/2019 05:31:15:746,120,49.88,0,off,41.37435,2.043612,15,2
12/11/2019 05:36:08:655,120,51.92,0,off,41.344968,2.060342,13,2
12/11/2019 05:41:51:414,120,51.33,0,off,41.306215,2.165149,14,2
12/11/2019 05:46:26:476,120,51,0,off,41.325349,2.127659,16,2
12/11/2019 05:51:17:990,120,52.2,0,off,41.388693,2.152597,7,2
12/11/2019 05:56:51:959,120,48.16,0,off,41.328902,2.186181,2,2
12/11/2019 06:01:15:759,120,52.2,0,off,41.372872,2.129779,20,2
12/11/2019 06:06:07:667,120,56,0,off,41.358029,2.09399,15,3
12/11/2019 06:11:49:265,120,59,0,off,41.346128,2.083581,13,3
12/11/2019 06:16:00:960,120,56,0,off,41.386608,2.113935,4,3
12/11/2019 06:21:15:354,120,60,0,off,41.34854,2.147206,10,3
12/11/2019 06:26:56:389,120,57,0,off,41.357955,2.006016,8,3
12/11/2019 06:31:59:129,120,59,0,off,41.393068,2.039858,10,3
12/11/2019 06:36:14:167,120,59,0,off,41.322705,2.168563,18,3
12/11/2019 06:41:21:373,120,56,0,off,41.303028,2.11806,5,3
12/11/2019 06:46:28:225,120,58,0,off,41.381894,2.184725,10,3
12/11/2019 06:51:28:026,120,60,0,off,41.378114,2.16515,20,3
12/11/2019 06:56:36:342,120,57,0,off,41.394146,2.179251,1,3
12/11/2019 07:01:48:463,120,57,0,off,41.315065,2.096023,11,3
12/11/2019 07:06:18:455,120,59,32,off,41.316134,2.105037,1,4
12/11/2019 07:11:27:646,120,56,61,off,41.302262,2.037594,11,4
12/11/2019 07:16:19:994,120,56,99,off,41.3788,2.026738,10,4
12/11/2019 07:21:06:269,120,60,60,off,41.357219,2.153987,17,4
12/11/2019 07:26:24:347,120,56,65,off,41.344527,2.136048,17,4
12/11/2019 07:31:24:283,120,56,48,off,41.376662,2.142026,2,4
12/11/2019 07:36:26:997,120,59,46,off,41.372288,2.101993,20,4
12/11/2019 07:41:48:458,120,60,47,off,41.353931,2.120167,17,4
12/11/2019 07:46:12:654,120,57,100,off,41.33129,2.162609,20,4
12/11/2019 07:51:38:372,120,84,83,on,41.373713,2.165066,2,5
12/11/2019 07:56:58:553,120,75.4,68,on,41.370495,2.006377,3,5
12/11/2019 08:01:42:695,120,72,149,on,41.395377,2.082678,18,5
12/11/2019 08:06:21:092,120,58,77,off,41.365733,2.160095,14,4
12/11/2019 08:11:27:498,120,59,37,off,41.337649,2.119518,2,4
12/11/2019 08:16:49:622,120,59,65,off,41.398598,2.113753,20,4
12/11/2019 08:21:19:786,120,59,87,off,41.363784,2.122673,16,4
12/11/2019 08:26:16:031,120,59,140,off,41.3362,2.172583,18,4
12/11/2019 08:31:51:389,120,57,91,off,41.309477,2.112621,4,4
12/11/2019 08:36:03:532,120,59,59,off,41.322449,2.123584,13,4
12/11/2019 08:41:22:933,120,59,78,off,41.334911,2.119962,8,4
12/11/2019 08:46:18:193,120,60,77,off,41.338005,2.131236,5,4
12/11/2019 08:51:46:515,120,58,28,off,41.357857,2.141316,20,4
12/11/2019 08:56:46:349,120,58,113,off,41.325632,2.160358,13,4
12/11/2019 09:01:31:104,120,59,96,off,41.358782,2.044241,5,4
12/11/2019 09:06:41:621,120,59,73,off,41.386994,2.041564,8,4
12/11/2019 09:11:03:190,120,59,85,off,41.319835,2.170003,17,4
12/11/2019 09:16:20:085,120,59,55,off,41.38729,2.181092,5,4
12/11/2019 09:21:24:543,120,57,34,off,41.327539,2.009526,4,4
12/11/2019 09:26:35:352,120,59,103,off,41.387725,2.138301,20,4
12/11/2019 09:31:59:878,120,56,109,off,41.351025,2.160013,2,4
12/11/2019 09:36:03:011,120,57,78,off,41.31964,2.125381,17,4
12/11/2019 09:41:49:469,120,56,33,off,41.366084,2.045011,2,4
12/11/2019 09:46:36:794,120,58,101,off,41.342693,2.117961,2,4
12/11/2019 09:51:15:052,120,58,113,off,41.397273,2.181033,16,4
12/11/2019 09:56:51:103,120,59,25,off,41.32212,2.17525,12,4
12/11/2019 10:01:27:699,120,57,100,off,41.398364,2.042393,16,4
12/11/2019 10:06:24:560,120,56,106,off,41.313298,2.105677,18,4
12/11/2019 10:11:21:720,120,56,51,off,41.312764,2.165846,7,4
12/11/2019 10:16:22:274,120,60,49,off,41.319681,2.129793,2,4
12/11/2019 10:21:39:130,120,59,70,off,41.315177,2.052916,12,4
12/11/2019 10:26:53:616,120,59,117,off,41.355018,2.117628,7,4
12/11/2019 10:31:59:038,120,56,107,off,41.385495,2.182224,20,4
12/11/2019 10:36:00:227,120,58,35,off,41.316486,2.060655,19,4
12/11/2019 10:41:58:587,120,57,66,off,41.306502,2.188819,18,4
12/11/2019 10:46:56:923,120,60,91,off,41.304737,2.129319,11,4
12/11/2019 10:51:25:426,120,56,55,off,41.352868,2.023967,5,4
12/11/2019 10:56:03:182,120,56,37,off,41.314677,2.076271,12,4
12/11/2019 11:01:32:312,120,57,20,off,41.346568,2.063207,6,4
12/11/2019 11:06:25:098,120,58,62,off,41.355396,2.141105,15,4
12/11/2019 11:11:28:344,120,56,105,off,41.351962,2.055388,7,4
12/11/2019 11:16:29:926,120,57,46,off,41.389823,2.022502,13,4
12/11/2019 11:21:19:912,120,56,59,off,41.306207,2.177999,18,4
12/11/2019 11:26:27:471,120,56,76,off,41.360868,2.018978,7,4
12/11/2019 11:31:16:425,120,57,35,off,41.32297,2.010232,14,4
12/11/2019 11:36:01:645,120,58,129,off,41.338987,2.098642,16,4
12/11/2019 11:41:46:044,120,59,113,off,41.366688,2.168482,18,4
12/11/2019 11:46:25:638,120,57,61,off,41.325517,2.139147,3,4
12/11/2019 11:51:59:252,120,57,99,off,41.351158,2.156399,17,4
12/11/2019 11:56:02:282,120,59,147,off,41.328616,2.018269,15,4
12/11/2019 12:01:54:035,120,60,77,off,41.33179,2.008969,16,4
12/11/2019 12:06:18:897,120,59,84,off,41.345684,2.055453,11,4
12/11/2019 12:11:41:531,120,58,149,off,41.320371,2.187477,1,4
12/11/2019 12:16:01:782,120,59,65,off,41.348225,2.190098,10,4
12/11/2019 12:21:39:497,120,57,50,off,41.389871,2.189615,1,4
12/11/2019 12:26:59:908,120,59,117,off,41.345652,2.189836,17,4
12/11/2019 12:31:29:277,120,56,101,off,41.327607,2.021047,11,4
12/11/2019 12:36:10:159,120,59,138,off,41.332157,2.146751,3,4
12/11/2019 12:41:26:345,120,58,146,off,41.363785,2.168523,13,4
12/11/2019 12:46:19:748,120,58,20,off,41.322273,2.123778,8,4
12/11/2019 12:51:41:995,120,58,145,off,41.362232,2.157042,6,4
12/11/2019 12:56:57:778,120,58,32,off,41.316586,2.160764,9,4
12/11/2019 13:01:55:875,120,57,109,off,41.365587,2.102001,7,4
12/11/2019 13:06:10:772,120,56,71,off,41.388961,2.104972,14,4
12/11/2019 13:11:08:184,120,57,24,off,41.378322,2.085518,14,4
12/11/2019 13:16:34:866,120,57,45,off,41.346275,2.054413,4,4
12/11/2019 13:21:48:546,120,59,66,off,41.310651,2.18923,16,4
12/11/2019 13:26:29:230,120,58,47,off,41.359627,2.014089,7,4
12/11/2019 13:31:26:441,120,58,64,off,41.326274,2.176895,16,4
12/11/2019 13:36:48:598,120,58,0,off,41.338614,2.160851,4,3
12/11/2019 13:41:43:871,120,59,0,off,41.378433,2.093185,15,3
12/11/2019 13:46:09:305,120,59,0,off,41.339854,2.048091,5,3
12/11/2019 13:51:41:034,120,56,0,off,41.334088,2.028689,18,3
12/11/2019 13:56:28:799,120,59,0,off,41.392934,2.159015,1,3
12/11/2019 14:01:45:391,120,57,0,off,41.378581,2.191942,10,3
12/11/2019 14:06:49:323,120,57,0,off,41.322131,2.141356,15,3
12/11/2019 14:11:17:939,120,58,0,off,41.398015,2.058155,14,3
12/11/2019 14:16:12:879,120,56,0,off,41.358014,2.141999,15,3
